wavelength_um,value,kind,source_id,source_name,notes
0.7,0.9989745503286933,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.725,0.9991053817972373,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.75,0.996389520007702,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.775,0.9930033198883375,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.8,0.9935206954346022,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.8250000000000001,0.9923790546885324,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.8500000000000001,0.9908118062014946,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.8750000000000001,0.9859574608945625,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.9000000000000001,0.9831956191308846,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.9250000000000002,0.9810949276364865,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.9500000000000002,0.9718663195140915,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
0.9750000000000002,0.9486863106775266,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.0000000000000002,0.9270993790208664,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.0250000000000004,0.9380609964903454,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.0500000000000003,0.960790578279346,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.0750000000000002,0.9662265762432143,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.1000000000000003,0.9609573541433809,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.1250000000000004,0.9519779181404118,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.1500000000000004,0.926351829332707,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.1750000000000003,0.8688972018474761,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.2000000000000004,0.8423029234927074,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.2250000000000005,0.838304145658097,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.2500000000000004,0.8481024379962114,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.2750000000000004,0.8675989752352115,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.3000000000000005,0.8760640740311536,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.3250000000000006,0.8565868889200574,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.3500000000000005,0.819620031411339,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.3750000000000004,0.8075090284605313,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.4000000000000006,0.7618038958921071,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.4250000000000007,0.655825364588102,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.4500000000000006,0.5990108923133961,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.4750000000000005,0.5989531012037481,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.5000000000000007,0.620050701918678,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.5250000000000008,0.6429725533296181,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.5500000000000007,0.661235505658458,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.5750000000000006,0.679075854534576,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.6000000000000008,0.7004453124251565,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.6250000000000009,0.4929908989459483,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.6500000000000008,0.4953892394483029,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.6750000000000007,0.4973091924411006,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.7000000000000008,0.7632405285265518,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.7250000000000008,0.5001681565529775,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.7500000000000009,0.5013071069304017,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.775000000000001,0.5023560242583128,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.800000000000001,0.5031173090711635,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.8250000000000008,0.7021362217821961,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.850000000000001,0.5043511190348868,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.875000000000001,0.6453920750598853,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.900000000000001,0.5033192158710482,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.925000000000001,0.5156462244808266,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.950000000000001,0.5049941463506045,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
1.9750000000000012,0.5041717004815571,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.000000000000001,0.505764018120536,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.0250000000000012,0.5289728765970578,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.050000000000001,0.5066335928204495,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.075000000000001,0.5542645872847033,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.1000000000000014,0.5068961485169059,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
2.125000000000001,0.575925204103169,reflectance,usgs_mirabilite,USGS Mirabilite GDS150 Na2SO4 hydrate,Replacement for ocean_salt; baseline retained outside measured coverage
